,book_title,star,title,format,review,helpful,sentiment
1295,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1297,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1298,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1299,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1300,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1301,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1302,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1303,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1304,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1305,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1306,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1308,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1309,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1310,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1311,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1312,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1313,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1314,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1315,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1316,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1317,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1319,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1320,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1321,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1322,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
1323,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,TY :),,1
1324,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"This book is incredible. The information is easy to understand, in depth, and has beautiful illustrations!!",Format: Paperback,Wow!,,1
1325,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect,Format: Paperback,Rosalee has consistently provided accurate information and education. This book has made it to me in excellent condition and as perfectly written as I had hoped!,,1
1326,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing!,Format: Paperback,This is an absolutely beautiful book! The recipes are wonderful and easy to follow. The information and descriptions are very detailed. This will be my new favorite book!,,1
1327,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This needs to be in your healing food kitchen medicine library!,,1
1328,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Awesome book that will transform your life if you let it.,,1
1330,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Amazing book,,1
1331,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Paperback,"What a wonderful book! Pictures are beautiful, information is concise, explicit, simple to understand. Loving all aspects of this!",,1
1332,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,I love this book because it has so much information to help in my health.,,1
1333,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Foods and remedies that really do heal,Format: Paperback,"This was probably the best book I have read when it comes to creating medicinal foods. While drinking teas, infusions or decoctions is fine, Rosalee shares exciting recipes to eat, drink and truely savor a variety of herbs. A real treasure written with passion and inspiration.",,1
